VMV_CODE,VARIABLE_CODE,VARIABLE,VARIABLE_FR,VARIABLE_TYPE,VARIABLE_TYPE_FR,UNIT_UNITÉ,UNIT_NAME,UNITÉ_NOM,METHOD_CODE,METHOD_TITLE,MÉTHODE_TITRE,,,,,,,,
107908,388,BARIUM TOTAL,BARYUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107909,393,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107910,1049,BISMUTH TOTAL,BISMUTH TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107911,412,CADMIUM TOTAL,CADMIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107912,1002,CERIUM TOTAL,CÉRIUM TOTAL,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107913,456,COBALT TOTAL,COBALT TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107914,463,CHROMIUM TOTAL,CHROME TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107915,1003,CESIUM TOTAL,CÉSIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107916,470,COPPER TOTAL,CUIVRE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107917,519,IRON TOTAL,FER TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107918,3135,"GALLIUM, TOTAL","GALLIUM, TOTAL",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107919,1006,LANTHANUM TOTAL,LANTHANE TOTAL,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107920,576,LITHIUM TOTAL,LITHIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107921,591,MANGANESE TOTAL,MANGANÈSE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107922,595,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107923,3334,NIOBIUM TOTAL,NIOBIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107924,610,NICKEL TOTAL,NICKEL TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107925,683,LEAD TOTAL,PLOMB TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107927,3335,PLATINUM TOTAL,PLATINE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107928,1008,RUBIDIUM TOTAL,RUBIDIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107929,766,ANTIMONY TOTAL,ANTIMOINE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107930,782,SELENIUM TOTAL,SÉLÉNIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107931,812,TIN TOTAL,ÉTAIN TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107932,823,STRONTIUM TOTAL,STRONTIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107933,858,TITANIUM TOTAL,TITANE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107934,861,THALLIUM TOTAL,THALLIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107935,2725,URANIUM TOTAL,URANIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107936,878,VANADIUM TOTAL,VANADIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107937,1013,TUNGSTEN TOTAL,TUNGSTÈNE TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107938,3336,YTTRIUM TOTAL,YTTRIUM TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107939,890,ZINC TOTAL,ZINC TOTAL,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3528,"METALS IN WATER, TOTAL, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX TOTAUX DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107940,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107941,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107942,376,ARSENIC DISSOLVED,ARSENIC DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107943,399,BORON DISSOLVED,BORE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107944,386,BARIUM DISSOLVED,BARYUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107945,391,BERYLLIUM DISSOLVED,BÉRYLLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107946,1050,BISMUTH DISSOLVED,BISMUTH DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107947,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107948,3327,CERIUM DISSOLVED,CÉRIUM DISSOUS,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107949,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107950,460,CHROMIUM DISSOLVED,CHROME DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107951,2634,CESIUM DISSOLVED,CÉSIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107952,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107953,516,IRON DISSOLVED,FER DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107954,2840,"GALLIUM, DISSOLVED - GA","GALLIUM, DISSOUS - GA",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107955,2842,LANTHANUM DISSOLVED,LANTHANE DISSOUS,RARE EARTH,TERRES RARES,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107956,574,LITHIUM DISSOLVED,LITHIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107957,588,MANGANESE DISSOLVED,MANGANÈSE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107958,593,MOLYBDENUM DISSOLVED,MOLYBDÈNE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107959,3328,"NIOBIUM, DISSOLVED","NIOBIUM, DISSOUS",METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107960,607,NICKEL DISSOLVED,NICKEL DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107961,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107963,3329,PLATINUM DISSOLVED,PLATINE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107964,2632,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107965,763,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107966,779,SELENIUM DISSOLVED,SÉLÉNIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107967,810,TIN DISSOLVED,ÉTAIN DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107968,819,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107970,859,THALLIUM DISSOLVED,THALLIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107971,2729,URANIUM DISSOLVED,URANIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107972,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107973,2700,TUNGSTEN DISSOLVED,TUNGSTÈNE DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
107975,887,ZINC DISSOLVED,ZINC DISSOUS,METAL,MÉTAUX,UG/L,MICROGRAMS PER LITRE,MICROGRAMMES PAR LITRE,3529,"METALS IN WATER, DISSOLVED, ""IN-BOTTLE"" DIGESTION, ICP-MS","MÉTAUX DISSOUS DANS L'EAU, DIGESTION ""EN BOUTEILLE"", PAR ICP-MS",,,,,,,,
108089,602,SODIUM TOTAL,SODIUM TOTAL,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108146,404,CALCIUM DISSOLVED/FILTERED,CALCIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108153,565,POTASSIUM DISSOLVED/FILTERED,POTASSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108155,581,MAGNESIUM DISSOLVED/FILTERED,MAGNÉSIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108158,600,SODIUM DISSOLVED/FILTERED,SODIUM DISSOUS/FILTRÉ,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108160,731,PHOSPHORUS TOTAL DISSOLVED,PHOSPHORE TOTAL DISSOUS,PHOSPHORUS,PHOSPHORE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,,,,,,,,,,,
108166,789,SILICON DISSOLVED,SILICONE DISSOLVED,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3553,METALS IN ENVIRONMENTAL SAMPLES USING CRC ICP-MS,MÉTAUX DANS DES ÉCHANTILLONS ENVIRONNEMENTAUX PAR ICP-MS CRC,,,,,,,,
108208,485,CARBON TOTAL INORGANIC,CARBONE INORGANIQUE TOTAL,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,,,,,,,,,,,
108209,475,CARBON DISSOLVED INORGANIC,CARBONE INORGANIQUE DISSOUS,CARBON,CARBONE,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,,,,,,,,,,,
108310,532,FLUORIDE DISSOLVED,FLUORURE DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAMS PER LITRE,MILLIGRAMME PAR LITRE,3560,"IONS BY ION CHROMATOGRAPHY, HYDROXIDE ELUENT,  DISSOLVED",IONS DISSOUS PAR CHROMATOGRAPHIE IONIQUE AVEC UN ÉLUENT HYDROXYDE,,,,,,,,
